id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1486,2018-03-01,,One year,Yes,Mailed check,57.75,1282.85,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
1487,2014-08-01,,One year,Yes,Bank transfer (automatic),70.85,4738.85,DSL,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,0
1488,2018-03-01,2019-10-01,Month-to-month,Yes,Electronic check,88.2,1775.8,Fiber optic,No,Yes,No,No,Yes,No,Male,1,No,No,Yes,1
1489,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
1490,2019-02-01,2019-10-01,One year,Yes,Mailed check,19.75,145.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
1491,2015-10-01,,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0
1492,2019-11-01,,Month-to-month,Yes,Electronic check,20.25,61.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1493,2015-11-01,,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,Fiber optic,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
1494,2018-10-01,2020-01-01,Month-to-month,No,Electronic check,75.65,1146.65,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
1495,2014-10-01,,Month-to-month,Yes,Electronic check,94.25,6081.4,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
1496,2017-01-01,,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
1497,2019-01-01,,Two year,No,Mailed check,19.95,243.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1498,2016-01-01,,One year,Yes,Electronic check,55.35,2633.95,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,0
1499,2016-05-01,,One year,Yes,Bank transfer (automatic),102.15,4735.35,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
1500,2018-08-01,,Month-to-month,Yes,Electronic check,71.1,1247.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1501,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.7,74.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
1502,2014-06-01,,Two year,Yes,Bank transfer (automatic),54.1,3794.5,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
1503,2015-08-01,,Two year,No,Credit card (automatic),19.65,1008.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1504,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,Yes,No,0
1505,2018-05-01,2019-10-01,Month-to-month,Yes,Electronic check,76.65,1313.55,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,1
1506,2014-03-01,,Two year,No,Credit card (automatic),80.4,5727.15,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
1507,2014-07-01,,Two year,Yes,Bank transfer (automatic),19.25,1372.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1508,2018-12-01,,Month-to-month,Yes,Electronic check,84.8,1203.9,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
1509,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,25.8,25.8,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
1510,2014-11-01,,Two year,No,Credit card (automatic),19.5,1215.1,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
1511,2016-09-01,,One year,Yes,Electronic check,68.6,2877.05,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
1512,2018-09-01,,Month-to-month,No,Electronic check,92.6,1579.7,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
1513,2015-06-01,,One year,Yes,Electronic check,100.55,5514.95,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
1514,2019-09-01,,Month-to-month,No,Credit card (automatic),20.55,96.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1515,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,42.6,72.4,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,No,No,1
1516,2019-11-01,,Month-to-month,Yes,Mailed check,19.6,55.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1517,2017-01-01,,One year,No,Electronic check,67.45,2443.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
1518,2017-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,No,No,No,1
1519,2019-06-01,,Month-to-month,No,Mailed check,43.55,335.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
1520,2014-11-01,,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
1521,2019-07-01,,Month-to-month,No,Mailed check,20.65,158.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1522,2019-11-01,,Month-to-month,No,Electronic check,95.4,293.15,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
1523,2014-02-01,,Two year,No,Bank transfer (automatic),21.0,1493.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1524,2018-07-01,,Month-to-month,Yes,Electronic check,56.2,1093.4,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,0
1525,2015-03-01,,Two year,No,Bank transfer (automatic),18.4,1057.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1526,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),90.0,190.05,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,1
1527,2017-03-01,,Month-to-month,Yes,Electronic check,25.75,882.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
1528,2018-12-01,,Month-to-month,No,Credit card (automatic),19.6,300.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1529,2018-10-01,2019-12-01,Month-to-month,No,Electronic check,75.35,1025.95,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
1530,2014-05-01,,Two year,No,Credit card (automatic),19.8,1436.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1531,2019-07-01,,Month-to-month,No,Electronic check,64.2,475.0,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,Yes,0
1532,2014-05-01,,Two year,Yes,Bank transfer (automatic),75.75,5388.15,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
1533,2014-02-01,,Two year,Yes,Electronic check,78.95,5730.15,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1534,2019-03-01,2019-11-01,Month-to-month,No,Electronic check,100.85,819.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,1
1535,2019-10-01,,Month-to-month,No,Electronic check,50.3,217.1,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
1536,2014-11-01,,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
1537,2014-02-01,,Two year,No,Bank transfer (automatic),19.85,1434.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1538,2016-04-01,,Two year,Yes,Electronic check,21.1,937.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1539,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,69.95,330.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
1540,2017-08-01,,Month-to-month,Yes,Mailed check,50.0,1474.9,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
1541,2014-11-01,,Two year,Yes,Bank transfer (automatic),104.75,6536.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
1542,2015-02-01,,Two year,No,Bank transfer (automatic),19.85,1128.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1543,2014-07-01,2019-10-01,One year,Yes,Electronic check,107.5,6873.75,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
1544,2018-01-01,,Month-to-month,No,Electronic check,85.9,2199.05,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
1545,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,45.85,45.85,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
1546,2019-08-01,,Month-to-month,Yes,Electronic check,80.8,457.1,Fiber optic,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,0
1547,2018-04-01,,Two year,No,Mailed check,25.25,566.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1548,2017-07-01,,Two year,No,Bank transfer (automatic),80.55,2471.6,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1549,2016-11-01,,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
1550,2017-12-01,,Month-to-month,No,Mailed check,20.9,518.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1551,2015-08-01,2020-01-01,One year,Yes,Bank transfer (automatic),106.1,5769.75,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
1552,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,91.7,91.7,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,No,No,No,1
1553,2019-02-01,,Month-to-month,Yes,Electronic check,67.25,832.3,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,0
1554,2018-08-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,1
1555,2019-12-01,,Month-to-month,No,Mailed check,20.35,45.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1556,2016-11-01,,One year,No,Bank transfer (automatic),45.05,1790.6,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,Yes,No,0
1557,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,74.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
1558,2019-07-01,,Month-to-month,No,Mailed check,34.65,246.6,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
1559,2019-10-01,,Month-to-month,No,Electronic check,69.35,261.65,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
1560,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,95.35,898.35,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
1561,2015-07-01,,Month-to-month,Yes,Electronic check,81.55,4509.5,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
1562,2014-02-01,,Two year,Yes,Bank transfer (automatic),75.4,5480.25,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
1563,2019-04-01,,Month-to-month,Yes,Credit card (automatic),67.8,653.15,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
1564,2019-03-01,,Month-to-month,Yes,Electronic check,111.4,1183.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
1565,2018-11-01,,Month-to-month,No,Electronic check,46.3,639.45,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1566,2018-03-01,,Two year,No,Bank transfer (automatic),20.4,478.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1567,2020-01-01,,Month-to-month,No,Mailed check,20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
1568,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,45.0,127.1,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
1569,2016-03-01,,One year,Yes,Electronic check,96.1,4391.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
1570,2018-11-01,,One year,No,Mailed check,19.65,270.6,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
1571,2014-05-01,2019-11-01,Month-to-month,No,Electronic check,99.5,6710.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,1
1572,2014-06-01,,One year,Yes,Bank transfer (automatic),60.65,3975.9,DSL,No,Yes,Yes,Yes,No,No,Female,1,Yes,No,No,0
1573,2018-06-01,2019-11-01,One year,No,Bank transfer (automatic),98.6,1704.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
1574,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,59.5,415.95,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
1575,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,80.45,950.2,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,1
1576,2018-05-01,,One year,No,Bank transfer (automatic),71.7,1497.05,DSL,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,0
1577,2018-05-01,,Month-to-month,Yes,Mailed check,36.0,780.15,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
1578,2015-06-01,,One year,No,Bank transfer (automatic),65.2,3512.15,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
1579,2019-08-01,,Month-to-month,Yes,Credit card (automatic),48.95,273.25,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
1580,2014-09-01,,Two year,Yes,Bank transfer (automatic),53.5,3517.9,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,No,0
1581,2016-08-01,,One year,No,Credit card (automatic),80.45,3375.9,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1582,2014-06-01,,Two year,Yes,Bank transfer (automatic),109.05,7508.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
1583,2016-02-01,,Two year,No,Bank transfer (automatic),26.3,1245.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
1584,2015-12-01,,One year,Yes,Electronic check,106.8,5347.95,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,0
1585,2019-07-01,,Month-to-month,Yes,Electronic check,64.95,493.65,DSL,No,Yes,Yes,No,Yes,No,Female,1,No,No,No,0
1586,2014-11-01,,Two year,No,Electronic check,19.35,1263.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1587,2018-09-01,,Month-to-month,No,Credit card (automatic),21.1,385.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1588,2016-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,1
1589,2019-10-01,,Month-to-month,No,Mailed check,18.85,84.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1590,2014-12-01,,Two year,No,Bank transfer (automatic),26.0,1638.7,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
1591,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,74.7,165.4,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
1592,2019-12-01,,Month-to-month,Yes,Electronic check,70.35,120.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1593,2016-02-01,,Two year,Yes,Bank transfer (automatic),96.9,4473.45,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
1594,2017-11-01,,Two year,No,Bank transfer (automatic),19.55,520.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1595,2014-04-01,,Two year,Yes,Bank transfer (automatic),80.4,5717.85,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
1596,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,88.8,88.8,Fiber optic,No,No,Yes,No,Yes,No,Male,1,No,No,Yes,1
1597,2016-04-01,,One year,Yes,Electronic check,94.65,4312.5,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
1598,2017-04-01,2019-10-01,Month-to-month,Yes,Electronic check,90.25,2755.35,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
1599,2018-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,DSL,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,1
1600,2014-05-01,,One year,No,Credit card (automatic),95.75,6511.25,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
1601,2014-09-01,,Two year,Yes,Credit card (automatic),19.55,1218.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1602,2014-02-01,,Two year,Yes,Credit card (automatic),104.1,7447.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,No,0
1603,2018-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Fiber optic,No,Yes,No,Yes,No,Yes,Male,1,Yes,No,No,1
1604,2018-09-01,,One year,Yes,Mailed check,20.1,279.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1605,2015-11-01,,One year,Yes,Electronic check,111.55,5720.35,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1606,2015-11-01,,Two year,No,Credit card (automatic),60.5,3121.45,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
1607,2014-02-01,,Two year,Yes,Bank transfer (automatic),90.95,6468.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
1608,2014-06-01,2020-01-01,One year,No,Electronic check,87.4,5918.8,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,1
1609,2017-04-01,,Month-to-month,No,Mailed check,19.7,675.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1610,2014-07-01,,Two year,Yes,Bank transfer (automatic),50.95,3521.7,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,No,0
1611,2016-01-01,,One year,Yes,Bank transfer (automatic),20.05,923.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1612,2015-09-01,,Two year,Yes,Mailed check,19.4,1110.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1613,2017-11-01,,Month-to-month,No,Electronic check,59.45,1611.65,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,0
1614,2018-02-01,2020-01-01,Month-to-month,Yes,Electronic check,94.75,2293.6,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
1615,2014-05-01,,Two year,Yes,Credit card (automatic),81.5,5553.25,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
1616,2019-12-01,,Month-to-month,No,Bank transfer (automatic),29.05,44.75,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
1617,2017-01-01,2019-12-01,Month-to-month,Yes,Electronic check,86.45,3029.1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
1618,2016-04-01,,One year,No,Mailed check,70.6,3231.05,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,No,No,0
1619,2015-08-01,,Two year,Yes,Bank transfer (automatic),97.2,5129.45,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
1620,2015-05-01,2020-01-01,One year,Yes,Electronic check,98.25,5508.35,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
1621,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,1
1622,2018-06-01,,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,0
1623,2019-03-01,,Month-to-month,Yes,Mailed check,75.9,866.4,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,0
1624,2017-08-01,,Month-to-month,Yes,Electronic check,90.05,2627.2,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0
1625,2014-06-01,,Two year,No,Bank transfer (automatic),70.95,4741.45,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,0
1626,2016-12-01,,Month-to-month,Yes,Electronic check,102.6,4009.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
1627,2018-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Fiber optic,Yes,No,Yes,No,No,No,Female,1,Yes,No,Yes,1
1628,2015-12-01,2019-12-01,One year,Yes,Credit card (automatic),106.1,5082.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
1629,2020-01-01,,Month-to-month,No,Electronic check,43.8,43.8,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
1630,2014-11-01,,Two year,No,Electronic check,59.0,3707.6,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
1631,2019-11-01,,One year,Yes,Electronic check,69.95,220.45,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
1632,2016-02-01,,One year,No,Bank transfer (automatic),24.35,1133.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1633,2014-08-01,,One year,No,Credit card (automatic),29.45,1983.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
1634,2014-06-01,,Two year,Yes,Credit card (automatic),84.4,5746.75,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
1635,2018-05-01,2019-10-01,Month-to-month,Yes,Electronic check,45.05,770.6,DSL,No,No,No,No,No,No,Male,1,No,No,No,1
1636,2019-07-01,,One year,No,Mailed check,20.65,134.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
1637,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.1,6230.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
1638,2017-09-01,,Month-to-month,No,Mailed check,19.85,573.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
1639,2017-01-01,,Month-to-month,Yes,Electronic check,90.35,3419.3,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
1640,2017-03-01,2020-01-01,Month-to-month,Yes,Mailed check,109.8,3587.25,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
1641,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.65,3541.35,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,1
1642,2015-03-01,,One year,No,Mailed check,65.5,3801.3,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,0
1643,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,1
1644,2015-02-01,,Month-to-month,Yes,Electronic check,80.95,4859.1,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,0
1645,2017-11-01,,Month-to-month,Yes,Mailed check,56.15,1439.35,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
1646,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,85.8,85.8,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
1647,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,79.1,79.1,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,1
1648,2018-09-01,,Month-to-month,No,Mailed check,34.4,592.75,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,No,No,0
1649,2015-04-01,,Two year,No,Mailed check,20.75,1185.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
1650,2020-01-01,,One year,No,Mailed check,18.8,18.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
1651,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,44.3,134.5,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
1652,2015-09-01,,Month-to-month,No,Electronic check,90.8,4921.2,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,0
1653,2017-03-01,,Month-to-month,Yes,Electronic check,25.6,901.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1654,2015-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),105.95,5341.8,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
1655,2014-06-01,,Two year,No,Credit card (automatic),70.8,4859.95,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
1656,2016-03-01,,Month-to-month,No,Electronic check,25.4,1139.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
1657,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
1658,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,69.75,324.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
1659,2015-07-01,2019-10-01,Month-to-month,Yes,Electronic check,94.65,4812.75,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,1
1660,2015-12-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
1661,2019-05-01,,Month-to-month,Yes,Electronic check,76.85,663.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1662,2019-06-01,,Two year,No,Mailed check,20.25,174.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
1663,2018-12-01,,One year,Yes,Credit card (automatic),24.8,321.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
1664,2016-05-01,,Month-to-month,Yes,Electronic check,115.65,5125.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
1665,2019-06-01,,Month-to-month,Yes,Credit card (automatic),74.6,548.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
1666,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,50.15,50.15,DSL,No,No,Yes,No,No,No,Male,1,No,Yes,No,1
1667,2014-08-01,,One year,Yes,Bank transfer (automatic),103.15,7031.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
1668,2014-02-01,,Two year,No,Credit card (automatic),72.1,5016.65,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
1669,2016-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
1670,2018-03-01,,Two year,No,Mailed check,25.1,611.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
